97.7306 	INFO 	Loaded monitor calibration from ['2025_08_14 09:29']
97.7473 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
98.2732 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
98.2733 	INFO 	OpenGL version supported by driver is 4..
98.3022 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029FE0F24880>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029FE0F247F0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000029FE0EB2F70>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
98.3023 	EXP 	window1: backgroundImage = ''
98.3023 	EXP 	window1: backgroundFit = 'none'
98.6368 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
98.6368 	EXP 	window1: recordFrameIntervals = False
98.7729 	EXP 	window1: recordFrameIntervals = True
98.9561 	EXP 	Screen (0) actual frame rate measured at 60.46Hz
98.9561 	EXP 	window1: recordFrameIntervals = False
99.0236 	INFO 	keyboard.Keyboard is using ptb backend.
99.0238 	INFO 	keyboard.Keyboard is using ptb backend.
99.0239 	EXP 	suhani_stroop_task_1: status = STARTED
99.1071 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='welcome', units='height', win=Window(...), wrapWidth=1)
99.1120 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
